source_relative_path,target_relative_path,bucket,brand,score,doc_type,theme,suggested_title,rationale
Documentacao Tecnica/TKE/TKE - monifo48e.pdf,high_confidence/TKE/NC61D10 reduced pit brake test switch connection.pdf,high_confidence,TKE,17,Wiring Diagram,Brake monitoring wiring,NC61D10 reduced pit: brake test switch connection,"doc_type=Wiring_Diagram; high=wiring diagram,wiring,schematic; medium=diagram,connection; doc_suffix"
Documentacao Tecnica/TKE/TKE - monifo50e.pdf,high_confidence/TKE/Connection of landing calls to MS boards.pdf,high_confidence,TKE,16,Wiring Diagram,Landing call wiring,Connection of landing calls to MS boards,"doc_type=Wiring_Diagram; high=wiring diagram,wiring; medium=diagram,circuit,connection; doc_suffix"
Esquemas Eletricos/Kone/ECO 3000 ESQUEMA - KONE ESC.pdf,high_confidence/Kone/ECO 3000 ESQUEMA - KONE ESC.pdf,high_confidence,Kone,9,,,,source_category=Esquemas_Eletricos; doc_suffix
Esquemas Eletricos/Kone/ESCALERA KONE ECO 3000 ESQUEMA DEE 27448 - KONE ESC.pdf,high_confidence/Kone/ESCALERA KONE ECO 3000 ESQUEMA DEE 27448 - KONE ESC.pdf,high_confidence,Kone,9,,,,source_category=Esquemas_Eletricos; doc_suffix
Esquemas Eletricos/Kone/ESCALERA KONE ECO 3000 ESQUEMA KM 371173 - KONE ESC.pdf,high_confidence/Kone/ESCALERA KONE ECO 3000 ESQUEMA KM 371173 - KONE ESC.pdf,high_confidence,Kone,9,,,,source_category=Esquemas_Eletricos; doc_suffix
Esquemas Eletricos/Kone/KONE O and K ESQUEMA - KONE O.pdf,high_confidence/Kone/KONE O and K ESQUEMA - KONE O.pdf,high_confidence,Kone,9,,,,source_category=Esquemas_Eletricos; doc_suffix
Esquemas Eletricos/Kone/KONE WIRING DIAGRAMS 1.pdf,high_confidence/Kone/KONE WIRING DIAGRAMS 1.pdf,high_confidence,Kone,14,,,,"source_category=Esquemas_Eletricos; high=wiring diagram,wiring; medium=diagram; doc_suffix"
Esquemas Eletricos/Kone/Kone - 20151209 140200 resized 1.jpg,high_confidence/Kone/Hydraulic Drive Circuit Diagram.jpg,high_confidence,Kone,25,Wiring Diagram,Hydraulic Lift Circuit Diagram,Hydraulic Drive Circuit Diagram,"source_category=Esquemas_Eletricos; doc_type=Wiring_Diagram; high=wiring diagram,circuit diagram,wiring,schematic; medium=diagram,circuit; doc_suffix"
Esquemas Eletricos/Kone/Kone - 20151209 140242 resized 1.jpg,high_confidence/Kone/Inspection and Synchronisation Drive Module Diagram.jpg,high_confidence,Kone,25,Wiring Diagram,Inspection / Synchronisation Drive Module,Inspection and Synchronisation Drive Module Diagram,"source_category=Esquemas_Eletricos; doc_type=Wiring_Diagram; high=wiring diagram,circuit diagram,wiring,schematic; medium=diagram,circuit; doc_suffix"
Esquemas Eletricos/Kone/Kone - 20151209 140304 resized 1.jpg,high_confidence/Kone/Traveling Cable Reference Diagram.jpg,high_confidence,Kone,26,Wiring Diagram,Traveling Cable Reference,Traveling Cable Reference Diagram,"source_category=Esquemas_Eletricos; doc_type=Wiring_Diagram; high=wiring diagram,electrical schematic,circuit diagram,wiring; medium=electrical,diagram,circuit; doc_suffix"
Esquemas Eletricos/Kone/Kone - Buzz circuit diagram 1 button.pdf,high_confidence/Kone/Kone - Buzz circuit diagram 1 button.pdf,high_confidence,Kone,13,,,,"source_category=Esquemas_Eletricos; high=circuit diagram; medium=diagram,circuit; doc_suffix"
Esquemas Eletricos/Kone/Kone - Buzz circuit diagram 2 button.pdf,high_confidence/Kone/Kone - Buzz circuit diagram 2 button.pdf,high_confidence,Kone,13,,,,"source_category=Esquemas_Eletricos; high=circuit diagram; medium=diagram,circuit; doc_suffix"
Esquemas Eletricos/Kone/Kone - DSCF0012.jpg,high_confidence/Kone/Residual Current Circuit - Breaker Safety Notice.jpg,high_confidence,Kone,12,Technical Note,Residual Current Breaker Safety,Residual Current Circuit-Breaker Safety Notice,source_category=Esquemas_Eletricos; high=schematic; medium=circuit; doc_suffix
Esquemas Eletricos/Kone/Kone - DSCF0021.jpg,high_confidence/Kone/Switch Light Safety Notice.jpg,high_confidence,Kone,10,Technical Note,Residual Current Breaker Safety,Switch Light Safety Notice,source_category=Esquemas_Eletricos; medium=circuit; doc_suffix
Esquemas Eletricos/Kone/Kone - DSCF0023.jpg,high_confidence/Kone/Emergency Lighting Safety Notice.jpg,high_confidence,Kone,10,Technical Note,Residual Current Breaker Safety,Emergency Lighting Safety Notice,source_category=Esquemas_Eletricos; medium=circuit; doc_suffix
Esquemas Eletricos/Kone/Kone - DSCF0024.jpg,high_confidence/Kone/Shaft Lighting Safety Notice.jpg,high_confidence,Kone,10,Technical Note,Residual Current Breaker Safety,Shaft Lighting Safety Notice,source_category=Esquemas_Eletricos; medium=circuit; doc_suffix
Esquemas Eletricos/Kone/Kone - EBD Spares.pdf,high_confidence/Kone/Kone - EBD Spares.pdf,high_confidence,Kone,9,,,,source_category=Esquemas_Eletricos; doc_suffix
Esquemas Eletricos/Kone/Kone - Esquema.jpg,high_confidence/Kone/EPB 2 4 Schematic Drawings.jpg,high_confidence,Kone,12,Manual,EPB Controller Schematic Package,EPB 2.4 Schematic Drawings,source_category=Esquemas_Eletricos; high=schematic; medium=drawings; doc_suffix
Esquemas Eletricos/Kone/Kone - Improvements for Dynamic Braking.pdf,high_confidence/Kone/Kone - Improvements for Dynamic Braking.pdf,high_confidence,Kone,9,,,,source_category=Esquemas_Eletricos; doc_suffix
Esquemas Eletricos/Kone/Kone - LCE Wiring Diagrams.pdf,high_confidence/Kone/Kone - LCE Wiring Diagrams.pdf,high_confidence,Kone,14,,,,"source_category=Esquemas_Eletricos; high=wiring diagram,wiring; medium=diagram; doc_suffix"
Esquemas Eletricos/Kone/Kone - LE LP twin powered doors wiring diagram.pdf,high_confidence/Kone/Kone - LE LP twin powered doors wiring diagram.pdf,high_confidence,Kone,14,,,,"source_category=Esquemas_Eletricos; high=wiring diagram,wiring; medium=diagram; doc_suffix"
Esquemas Eletricos/Kone/Kone - MRL KDL.pdf,high_confidence/Kone/Kone - MRL KDL.pdf,high_confidence,Kone,9,,,,source_category=Esquemas_Eletricos; doc_suffix
Esquemas Eletricos/Kone/Kone - Mono R2 KSS V3f16L Dwgs.pdf,high_confidence/Kone/Kone - Mono R2 KSS V3f16L Dwgs.pdf,high_confidence,Kone,9,,,,source_category=Esquemas_Eletricos; doc_suffix
Esquemas Eletricos/Kone/Kone - VM wiring diagram.pdf,high_confidence/Kone/Kone - VM wiring diagram.pdf,high_confidence,Kone,14,,,,"source_category=Esquemas_Eletricos; high=wiring diagram,wiring; medium=diagram; doc_suffix"
Esquemas Eletricos/Kone/Kone - cover dup1.jpg,high_confidence/Kone/EPB 2 4 Schematic Drawings__dup1.jpg,high_confidence,Kone,12,Manual,EPB Controller Schematic Package,EPB 2.4 Schematic Drawings,source_category=Esquemas_Eletricos; high=schematic; medium=drawings; doc_suffix
Esquemas Eletricos/Kone/Kone - cover dup2.jpg,high_confidence/Kone/Travelmaster Fault Codes.jpg,high_confidence,Kone,9,Technical Note,Escalator Fault Codes,Travelmaster Fault Codes,source_category=Esquemas_Eletricos; doc_suffix
Esquemas Eletricos/Kone/Kone - cover dup3.jpg,high_confidence/Kone/V3F20 Training and Service Section 8.jpg,high_confidence,Kone,9,Manual,V3F20 Training / Service,V3F20 Training and Service Section 8,source_category=Esquemas_Eletricos; doc_suffix
Esquemas Eletricos/Kone/Kone - cover dup4.jpg,high_confidence/Kone/KONE Control Panel Wiring Diagrams Cover.jpg,high_confidence,Kone,17,Image,Control panel wiring,KONE Control Panel Wiring Diagrams Cover,"source_category=Esquemas_Eletricos; high=wiring diagram,wiring,schematic; medium=diagram,control panel wiring; doc_suffix"
Esquemas Eletricos/Kone/Kone - cover dup5.jpg,high_confidence/Kone/KONE Konexion Electrical Scheme Cover.jpg,high_confidence,Kone,10,Image,Specific electrical scheme,KONE Konexion Electrical Scheme Cover,source_category=Esquemas_Eletricos; medium=electrical; doc_suffix
Esquemas Eletricos/Kone/Kone - cover dup6.jpg,high_confidence/Kone/KONE LCE Wiring Diagrams.jpg,high_confidence,Kone,14,Unknown,LCE wiring diagrams,KONE LCE Wiring Diagrams,"source_category=Esquemas_Eletricos; high=wiring diagram,wiring; medium=diagram; doc_suffix"
Esquemas Eletricos/Kone/Kone - cover dup7.jpg,high_confidence/Kone/KONE LCE Wiring Diagrams__dup1.jpg,high_confidence,Kone,14,Unknown,LCE wiring diagrams,KONE LCE Wiring Diagrams,"source_category=Esquemas_Eletricos; high=wiring diagram,wiring; medium=diagram; doc_suffix"
Esquemas Eletricos/Kone/Kone - cover dup8.jpg,high_confidence/Kone/KONE LCE Wiring Diagrams__dup2.jpg,high_confidence,Kone,16,Unknown,LCE wiring diagrams,KONE LCE Wiring Diagrams,"source_category=Esquemas_Eletricos; high=wiring diagram,wiring,schematic; medium=diagram; doc_suffix"
Esquemas Eletricos/Kone/Kone - cover dup9.jpg,high_confidence/Kone/KONE LCE Wiring Diagrams__dup3.jpg,high_confidence,Kone,14,Unknown,LCE wiring diagrams,KONE LCE Wiring Diagrams,"source_category=Esquemas_Eletricos; high=wiring diagram,wiring; medium=diagram; doc_suffix"
Esquemas Eletricos/Kone/Kone - wiring concept - path of circuits.pdf,high_confidence/Kone/Kone - wiring concept - path of circuits.pdf,high_confidence,Kone,12,,,,source_category=Esquemas_Eletricos; high=wiring; medium=circuit; doc_suffix
Esquemas Eletricos/Kone/Kone - wiring diagram.pdf,high_confidence/Kone/Kone - wiring diagram.pdf,high_confidence,Kone,14,,,,"source_category=Esquemas_Eletricos; high=wiring diagram,wiring; medium=diagram; doc_suffix"
Esquemas Eletricos/Kone/Kone - wiring loom.pdf,high_confidence/Kone/Kone - wiring loom.pdf,high_confidence,Kone,11,,,,source_category=Esquemas_Eletricos; high=wiring; doc_suffix
Esquemas Eletricos/Kone/LCE 375 ESQUEMA II - KONE.pdf,high_confidence/Kone/LCE 375 ESQUEMA II - KONE.pdf,high_confidence,Kone,9,,,,source_category=Esquemas_Eletricos; doc_suffix
Esquemas Eletricos/Kone/LCE 375 ESQUEMA K014123 - KONE.pdf,high_confidence/Kone/LCE 375 ESQUEMA K014123 - KONE.pdf,high_confidence,Kone,9,,,,source_category=Esquemas_Eletricos; doc_suffix
Esquemas Eletricos/Kone/LCE ESQUEMA 812300E03 - KONE LCE.pdf,high_confidence/Kone/LCE ESQUEMA 812300E03 - KONE LCE.pdf,high_confidence,Kone,9,,,,source_category=Esquemas_Eletricos; doc_suffix
Esquemas Eletricos/Kone/MONOSPACE KRM ESQUEMA KSA - KONE.pdf,high_confidence/Kone/MONOSPACE KRM ESQUEMA KSA - KONE.pdf,high_confidence,Kone,9,,,,source_category=Esquemas_Eletricos; doc_suffix
Esquemas Eletricos/Orona/Orona - 0451400 - Power wiring and vertical driving 2 Speeds M322.tif,high_confidence/Orona/Orona Power Wiring and Vertical Drive Diagram.tif,high_confidence,Orona,22,Wiring Diagram,Power wiring,Orona Power Wiring and Vertical Drive Diagram,"source_category=Esquemas_Eletricos; doc_type=Wiring_Diagram; high=wiring diagram,wiring; medium=diagram; doc_suffix"
Esquemas Eletricos/Orona/Orona - 0451402 - Pow wiring and vertic driving 2 Speeds with mach room.tif,high_confidence/Orona/Orona Power Wiring and Vertical Drive Diagram with Machine Room.tif,high_confidence,Orona,22,Wiring Diagram,Power wiring with machine room,Orona Power Wiring and Vertical Drive Diagram with Machine Room,"source_category=Esquemas_Eletricos; doc_type=Wiring_Diagram; high=wiring diagram,wiring; medium=diagram; doc_suffix"
Esquemas Eletricos/Orona/Orona - 0451403 - Pow wiring and vertic driving 2Sp M322 with Rescatamac.tif,high_confidence/Orona/Orona Power Wiring and Vertical Drive Diagram with Rescue System.tif,high_confidence,Orona,22,Wiring Diagram,Power wiring with rescue system,Orona Power Wiring and Vertical Drive Diagram with Rescue System,"source_category=Esquemas_Eletricos; doc_type=Wiring_Diagram; high=wiring diagram,wiring; medium=diagram; doc_suffix"
Esquemas Eletricos/Orona/Orona - ARca1 esquema.pdf,high_confidence/Orona/Orona - ARca1 esquema.pdf,high_confidence,Orona,9,,,,source_category=Esquemas_Eletricos; doc_suffix
Esquemas Eletricos/Orona/Orona - Adaptação Rampa Gerval - Aritco.dwg,high_confidence/Orona/Orona - Adaptação Rampa Gerval - Aritco.dwg,high_confidence,Orona,8,,,,source_category=Esquemas_Eletricos
Esquemas Eletricos/Orona/Orona - Car Wiring.pdf,high_confidence/Orona/Orona - Car Wiring.pdf,high_confidence,Orona,11,,,,source_category=Esquemas_Eletricos; high=wiring; doc_suffix
Esquemas Eletricos/Orona/Orona - DO BASMe.pdf,high_confidence/Orona/Orona - DO BASMe.pdf,high_confidence,Orona,9,,,,source_category=Esquemas_Eletricos; doc_suffix
Esquemas Eletricos/Orona/Orona - EM2000 HY ESQUEMA - EM2000.pdf,high_confidence/Orona/Orona - EM2000 HY ESQUEMA - EM2000.pdf,high_confidence,Orona,9,,,,source_category=Esquemas_Eletricos; doc_suffix
Esquemas Eletricos/Orona/Orona - EM3000 ESQUEMA PULSADORES - EM3000.pdf,high_confidence/Orona/Orona - EM3000 ESQUEMA PULSADORES - EM3000.pdf,high_confidence,Orona,9,,,,source_category=Esquemas_Eletricos; doc_suffix
Esquemas Eletricos/Orona/Orona - Esquema ARCAII Shunts.pdf,high_confidence/Orona/Orona - Esquema ARCAII Shunts.pdf,high_confidence,Orona,9,,,,source_category=Esquemas_Eletricos; doc_suffix
Esquemas Eletricos/Orona/Orona - Esquema.jpg,high_confidence/Orona/Orona Bidirectional Intercom Module Wiring.jpg,high_confidence,Orona,23,Wiring Diagram,Intercom module wiring,Orona Bidirectional Intercom Module Wiring,"source_category=Esquemas_Eletricos; doc_type=Wiring_Diagram; high=wiring diagram,wiring; medium=diagram,connection; doc_suffix"
Esquemas Eletricos/Orona/Orona - ILE10 Wiring Manual iss5.pdf,high_confidence/Orona/Orona - ILE10 Wiring Manual iss5.pdf,high_confidence,Orona,11,,,,source_category=Esquemas_Eletricos; high=wiring; doc_suffix
Esquemas Eletricos/Orona/Orona - ILE11d Charger1 Instal Guide iss1.pdf,high_confidence/Orona/Orona - ILE11d Charger1 Instal Guide iss1.pdf,high_confidence,Orona,9,,,,source_category=Esquemas_Eletricos; doc_suffix
Esquemas Eletricos/Orona/Orona - Ligação de porta KTS.dwg,high_confidence/Orona/Orona - Ligação de porta KTS.dwg,high_confidence,Orona,8,,,,source_category=Esquemas_Eletricos
Esquemas Eletricos/Orona/Orona - PVLH 20Single 20Phase 20Field 20Wiring pdf 20ELECTRA 20VITORIA.pdf,high_confidence/Orona/Orona - PVLH 20Single 20Phase 20Field 20Wiring pdf 20ELECTRA 20VITORIA.pdf,high_confidence,Orona,11,,,,source_category=Esquemas_Eletricos; high=wiring; doc_suffix
Esquemas Eletricos/Orona/Orona - VVVF 1 6m s 1000kg 1 Acc Open 1000 CC beds lift.dwg,high_confidence/Orona/Orona - VVVF 1 6m s 1000kg 1 Acc Open 1000 CC beds lift.dwg,high_confidence,Orona,8,,,,source_category=Esquemas_Eletricos
Esquemas Eletricos/Orona/Orona - VVVF 1 6m s 800kg Acc 2x180o Open 900 CC.dwg,high_confidence/Orona/Orona - VVVF 1 6m s 800kg Acc 2x180o Open 900 CC.dwg,high_confidence,Orona,8,,,,source_category=Esquemas_Eletricos
Esquemas Eletricos/Orona/Orona - VVVF 1m s 1000kg Acc 2x180o Open 1000 CC beds lift.dwg,high_confidence/Orona/Orona - VVVF 1m s 1000kg Acc 2x180o Open 1000 CC beds lift.dwg,high_confidence,Orona,8,,,,source_category=Esquemas_Eletricos
Esquemas Eletricos/Orona/Orona - VVVF 1m s 1000kg Acc 2x180o Open 1000 TT persons lift.dwg,high_confidence/Orona/Orona - VVVF 1m s 1000kg Acc 2x180o Open 1000 TT persons lift.dwg,high_confidence,Orona,8,,,,source_category=Esquemas_Eletricos
Esquemas Eletricos/Orona/Orona - cover dup1.jpg,high_confidence/Orona/Orona EM2000 Hydraulic Control Panel Electrical Scheme.jpg,high_confidence,Orona,10,Manual,Hydraulic control panel,Orona EM2000 Hydraulic Control Panel Electrical Scheme,source_category=Esquemas_Eletricos; medium=electrical; doc_suffix
Esquemas Eletricos/Orona/Orona - cover dup2.jpg,high_confidence/Orona/Orona EM2000 Gearless Drive Electrical Scheme.jpg,high_confidence,Orona,10,Manual,Gearless drive with inverter,Orona EM2000 Gearless Drive Electrical Scheme,source_category=Esquemas_Eletricos; medium=electrical; doc_suffix
Esquemas Eletricos/Orona/Orona - cover dup3.jpg,high_confidence/Orona/Orona Two - Speed Elevator Electrical Scheme.jpg,high_confidence,Orona,10,Manual,Two-speed traction,Orona Two-Speed Elevator Electrical Scheme,source_category=Esquemas_Eletricos; medium=electrical; doc_suffix
Esquemas Eletricos/Orona/Orona - cover dup4.jpg,high_confidence/Orona/Orona Arca Installation Electrical Plans.jpg,high_confidence,Orona,10,Manual,General installation electrical plans,Orona Arca Installation Electrical Plans,source_category=Esquemas_Eletricos; medium=electrical; doc_suffix
Esquemas Eletricos/Orona/Orona - cover dup5.jpg,high_confidence/Orona/Orona Arca II Installation Electrical Plans.jpg,high_confidence,Orona,10,Manual,General installation electrical plans,Orona Arca II Installation Electrical Plans,source_category=Esquemas_Eletricos; medium=electrical; doc_suffix
Esquemas Eletricos/Orona/Orona - cover dup6.jpg,high_confidence/Orona/Orona Arca Installation Electrical Plans__dup1.jpg,high_confidence,Orona,10,Manual,General installation electrical plans,Orona Arca Installation Electrical Plans,source_category=Esquemas_Eletricos; medium=electrical; doc_suffix
Esquemas Eletricos/Orona/Orona - cover dup7.jpg,high_confidence/Orona/Orona Universal Simple and Duplex Maintenance Panel Wiring.jpg,high_confidence,Orona,23,Wiring Diagram,Maintenance panel wiring,Orona Universal Simple and Duplex Maintenance Panel Wiring,"source_category=Esquemas_Eletricos; doc_type=Wiring_Diagram; high=wiring diagram,wiring; medium=diagram,control panel wiring; doc_suffix"
Esquemas Eletricos/Orona/Orona - wiring 1.tif,high_confidence/Orona/Orona Field Wiring Diagram.tif,high_confidence,Orona,26,Wiring Diagram,Field wiring,Orona Field Wiring Diagram,"source_category=Esquemas_Eletricos; doc_type=Wiring_Diagram; high=wiring diagram,wiring,field wiring; medium=diagram,circuit,connection; doc_suffix"
Esquemas Eletricos/Orona/Orona - wiring 2.tif,high_confidence/Orona/Orona Field Wiring Diagram 2.tif,high_confidence,Orona,24,Wiring Diagram,Field wiring,Orona Field Wiring Diagram 2,"source_category=Esquemas_Eletricos; doc_type=Wiring_Diagram; high=wiring diagram,wiring,field wiring; medium=diagram; doc_suffix"
Esquemas Eletricos/Otis/Cabo OTIS PC.dwg,high_confidence/Otis/Cabo OTIS PC.dwg,high_confidence,Otis,8,,,,source_category=Esquemas_Eletricos
Esquemas Eletricos/Otis/Esquema Otis2000hidraulico.pdf,high_confidence/Otis/Esquema Otis2000hidraulico.pdf,high_confidence,Otis,9,,,,source_category=Esquemas_Eletricos; doc_suffix
Esquemas Eletricos/Otis/OTIS 506SL - escadas esquema.pdf,high_confidence/Otis/OTIS 506SL - escadas esquema.pdf,high_confidence,Otis,9,,,,source_category=Esquemas_Eletricos; doc_suffix
Esquemas Eletricos/Otis/OTIS BN PB CORE ESQUEMA - OTIS BN.pdf,high_confidence/Otis/OTIS BN PB CORE ESQUEMA - OTIS BN.pdf,high_confidence,Otis,9,,,,source_category=Esquemas_Eletricos; doc_suffix
Esquemas Eletricos/Otis/OTIS EFO ESQUEMA - OTIS.pdf,high_confidence/Otis/OTIS EFO ESQUEMA - OTIS.pdf,high_confidence,Otis,9,,,,source_category=Esquemas_Eletricos; doc_suffix
Esquemas Eletricos/Otis/OTIS EPO ESQUEMA - OTIS.pdf,high_confidence/Otis/OTIS EPO ESQUEMA - OTIS.pdf,high_confidence,Otis,9,,,,source_category=Esquemas_Eletricos; doc_suffix
Esquemas Eletricos/Otis/OTIS ESTUDIO ESQUEMA - OTIS.pdf,high_confidence/Otis/OTIS ESTUDIO ESQUEMA - OTIS.pdf,high_confidence,Otis,9,,,,source_category=Esquemas_Eletricos; doc_suffix
Esquemas Eletricos/Otis/OTIS NCE ESQUEMA - OTIS ESCALERA 506 NCE.pdf,high_confidence/Otis/OTIS NCE ESQUEMA - OTIS ESCALERA 506 NCE.pdf,high_confidence,Otis,9,,,,source_category=Esquemas_Eletricos; doc_suffix
Esquemas Eletricos/Otis/OTIS REPUESTOS I 10 - 9693AA - AS WA - OTIS.pdf,high_confidence/Otis/OTIS REPUESTOS I 10 - 9693AA - AS WA - OTIS.pdf,high_confidence,Otis,9,,,,source_category=Esquemas_Eletricos; doc_suffix
Esquemas Eletricos/Otis/OTIS TORRE PICASO ESQUEMA - OTIS.pdf,high_confidence/Otis/OTIS TORRE PICASO ESQUEMA - OTIS.pdf,high_confidence,Otis,9,,,,source_category=Esquemas_Eletricos; doc_suffix
Esquemas Eletricos/Otis/Otis - 1 dup1.jpg,high_confidence/Otis/Otis Microprocessor Control System Diagram.jpg,high_confidence,Otis,10,Manual,Microprocessor control,Otis Microprocessor Control System Diagram,source_category=Esquemas_Eletricos; medium=diagram; doc_suffix
Esquemas Eletricos/Otis/Otis - 10n6b wiring dia.pdf,high_confidence/Otis/Otis - 10n6b wiring dia.pdf,high_confidence,Otis,11,,,,source_category=Esquemas_Eletricos; high=wiring; doc_suffix
Esquemas Eletricos/Otis/Otis - 2 - ns7850.jpg,high_confidence/Otis/Otis MCS220 Wiring Diagram - Duplex Collective Down.jpg,high_confidence,Otis,25,Wiring Diagram,MCS220 / Collectiva en bajada duplex,Otis MCS220 Wiring Diagram - Duplex Collective Down,"source_category=Esquemas_Eletricos; doc_type=Wiring_Diagram; high=wiring diagram,electrical schematic,wiring,schematic; medium=electrical,diagram; doc_suffix"
Esquemas Eletricos/Otis/Otis - 3 dup1.jpg,high_confidence/Otis/Otis MCS220 Wiring Diagram - Duplex Collective Down__dup1.jpg,high_confidence,Otis,22,Wiring Diagram,MCS220 / Collectiva en bajada duplex,Otis MCS220 Wiring Diagram - Duplex Collective Down,"source_category=Esquemas_Eletricos; doc_type=Wiring_Diagram; high=wiring diagram,wiring; medium=diagram; doc_suffix"
Esquemas Eletricos/Otis/Otis - Esquema.jpg,high_confidence/Otis/Otis NE300 Wiring Diagram - 6 Stops.jpg,high_confidence,Otis,22,Wiring Diagram,NE300 / 6 stops / one-speed,Otis NE300 Wiring Diagram - 6 Stops,"source_category=Esquemas_Eletricos; doc_type=Wiring_Diagram; high=wiring diagram,wiring; medium=diagram; doc_suffix"
Esquemas Eletricos/Otis/Otis - Esquema__dup1.jpg,high_confidence/Otis/Otis NE300 Inputs and Outputs Diagram.jpg,high_confidence,Otis,22,Wiring Diagram,NE300 / 6 stops / controller I/O list,Otis NE300 Inputs and Outputs Diagram,"source_category=Esquemas_Eletricos; doc_type=Wiring_Diagram; high=wiring diagram,wiring; medium=diagram; doc_suffix"
Esquemas Eletricos/Otis/Otis - Esquema__dup2.jpg,high_confidence/Otis/Otis NE300 Wiring Diagram - Sheet 2.jpg,high_confidence,Otis,22,Wiring Diagram,NE300 / 6 stops / base wiring,Otis NE300 Wiring Diagram - Sheet 2,"source_category=Esquemas_Eletricos; doc_type=Wiring_Diagram; high=wiring diagram,wiring; medium=diagram; doc_suffix"
Esquemas Eletricos/Otis/Otis - Esquema__dup3.jpg,high_confidence/Otis/Otis NE300 Hoistway Switches Diagram.jpg,high_confidence,Otis,22,Wiring Diagram,NE300 / 6 stops / hoistway switches,Otis NE300 Hoistway Switches Diagram,"source_category=Esquemas_Eletricos; doc_type=Wiring_Diagram; high=wiring diagram,wiring; medium=diagram; doc_suffix"
Esquemas Eletricos/Otis/Otis - Esquema__dup4.jpg,high_confidence/Otis/Otis MCS220 Controller Interface Diagram.jpg,high_confidence,Otis,26,Wiring Diagram,MCS220 / controller interface,Otis MCS220 Controller Interface Diagram,"source_category=Esquemas_Eletricos; doc_type=Wiring_Diagram; high=wiring diagram,electrical schematic,wiring,schematic; medium=electrical,diagram,interface; doc_suffix"
Esquemas Eletricos/Otis/Otis - Esquema__dup5.jpg,high_confidence/Otis/Otis NE300 Controller Programming Table.jpg,high_confidence,Otis,22,Wiring Diagram,NE300 / controller programming tables,Otis NE300 Controller Programming Table,"source_category=Esquemas_Eletricos; doc_type=Wiring_Diagram; high=wiring diagram,wiring; medium=diagram; doc_suffix"
Esquemas Eletricos/Otis/Otis - Esquema__dup6.jpg,high_confidence/Otis/Otis NE300 Travelling Cable Diagram.jpg,high_confidence,Otis,22,Wiring Diagram,NE300 / travelling cable,Otis NE300 Travelling Cable Diagram,"source_category=Esquemas_Eletricos; doc_type=Wiring_Diagram; high=wiring diagram,wiring; medium=diagram; doc_suffix"
Esquemas Eletricos/Otis/Otis - Esquema__dup7.jpg,high_confidence/Otis/Otis OLDCIB Wiring Diagram - Overload Sensor.jpg,high_confidence,Otis,26,Wiring Diagram,OLDCIB / overload sensor / moving ramp,Otis OLDCIB Wiring Diagram - Overload Sensor,"source_category=Esquemas_Eletricos; doc_type=Wiring_Diagram; high=wiring diagram,wiring,schematic; medium=electrical,diagram,connection; doc_suffix"
Esquemas Eletricos/Otis/Otis - GEN2 MCS220 C wiring diagrams.pdf,high_confidence/Otis/Otis - GEN2 MCS220 C wiring diagrams.pdf,high_confidence,Otis,14,,,,"source_category=Esquemas_Eletricos; high=wiring diagram,wiring; medium=diagram; doc_suffix"
Esquemas Eletricos/Otis/Otis - GEN2 MCS220 C.tif,high_confidence/Otis/Otis GEN2 MCS220 Characteristics Sheet.tif,high_confidence,Otis,9,Datasheet,GEN2 MCS220 / characteristic sheet,Otis GEN2 MCS220 Characteristics Sheet,source_category=Esquemas_Eletricos; doc_suffix
Esquemas Eletricos/Otis/Otis - Gen 2 Car Wiring Diagram 2007.pdf,high_confidence/Otis/Otis - Gen 2 Car Wiring Diagram 2007.pdf,high_confidence,Otis,14,,,,"source_category=Esquemas_Eletricos; high=wiring diagram,wiring; medium=diagram; doc_suffix"
Esquemas Eletricos/Otis/Otis - MCS321M + OVF1 33 Old Broad Steet London.pdf,high_confidence/Otis/Otis - MCS321M + OVF1 33 Old Broad Steet London.pdf,high_confidence,Otis,9,,,,source_category=Esquemas_Eletricos; doc_suffix
Esquemas Eletricos/Otis/Otis - MCS321M + OVF1 33 Old Broad Steet London.tif,high_confidence/Otis/Otis MCS321M OVF1 Characteristics Sheet.tif,high_confidence,Otis,9,Datasheet,MCS321M + OVF1 / project-specific characteristics,Otis MCS321M OVF1 Characteristics Sheet,source_category=Esquemas_Eletricos; doc_suffix
Esquemas Eletricos/Otis/Otis - PVT connections.pdf,high_confidence/Otis/Otis - PVT connections.pdf,high_confidence,Otis,10,,,,source_category=Esquemas_Eletricos; medium=connection; doc_suffix
Esquemas Eletricos/Otis/Otis - UMV handouts.pdf,high_confidence/Otis/Otis - UMV handouts.pdf,high_confidence,Otis,9,,,,source_category=Esquemas_Eletricos; doc_suffix
Esquemas Eletricos/Otis/Otis - VF wiring diagram components.pdf,high_confidence/Otis/Otis - VF wiring diagram components.pdf,high_confidence,Otis,14,,,,"source_category=Esquemas_Eletricos; high=wiring diagram,wiring; medium=diagram; doc_suffix"
Esquemas Eletricos/Otis/Otis - img124.jpg,high_confidence/Otis/Otis 210 Microprocessor Wiring Diagram.jpg,high_confidence,Otis,23,Wiring Diagram,210 / half-speed microprocessor control,Otis 210 Microprocessor Wiring Diagram,"source_category=Esquemas_Eletricos; doc_type=Wiring_Diagram; high=wiring diagram,wiring; medium=electrical,diagram; doc_suffix"
